Vitesse,Pluie,Accident
"[127.40507552663524, 137.6613680698767, 119.16769259676451, 122.71595276648867, 115.75400891585883]","[0, 0, 0, 0, 0]",0
"[58.90480194098349, 89.97308611119165, 91.62032183206964, 90.93798771142663, 100.89418812408671]","[0, 0, 0, 0, 0]",0
"[196.10606984349081, 195.38758065533187, 183.82314315301386, 192.81362586307435, 190.33310328899734]","[0, 0, 0, 0, 0]",1
"[60.073512906802115, 87.6956856466209, 92.2394725952233, 108.0767287912054, 119.05443245948055]","[1, 1, 1, 1, 1]",1
"[51.99259687048061, 85.6524803759616, 90.7305481171908, 93.01820510319872, 97.09622858874211]","[1, 1, 1, 1, 1]",0
"[116.24264087311134, 130.76477420844822, 124.77906689029089, 124.16283627180519, 129.13437089527474]","[1, 1, 1, 1, 1]",1
"[169.42648468149272, 180.0646132309966, 186.1210608021617, 174.96864114407603, 190.20827515174267]","[1, 1, 1, 1, 1]",1
"[193.86347375205725, 191.36609280997328, 187.3070365797111, 189.3659349853291, 192.67981179657906]","[1, 1, 1, 1, 1]",1
"[108.43278352150998, 120.8119654897666, 123.39066094665378, 120.0028139438078, 125.22302203812595]","[0, 0, 0, 0, 0]",0
"[148.98448814976993, 143.63220243676497, 154.9816895549356, 136.8612349370003, 130.81547209535242]","[0, 0, 0, 0, 0]",0
"[42.27911191528353, 87.62215990432547, 94.5427516209305, 93.29126152279099, 110.46879421349462]","[0, 0, 0, 0, 0]",0
"[123.40726736802313, 129.9987740608328, 117.01328203515156, 125.10258487579429, 116.44838832840205]","[0, 0, 0, 0, 0]",0
"[60.04008464526247, 87.93953504539422, 107.70861067959251, 93.17178048420448, 95.0723931354252]","[0, 0, 0, 0, 0]",0
"[138.99452944950542, 157.64397733832294, 160.11207619364416, 170.304822614966, 175.55012158223082]","[0, 0, 0, 0, 0]",0
"[103.87408673452659, 110.39771720678483, 100.32755315457474, 95.87129004976504, 108.73754053553907]","[0, 0, 0, 0, 0]",0
"[70.77301890920555, 90.4125458574669, 95.93369203287881, 94.52215577670866, 99.15345080680811]","[1, 1, 1, 1, 1]",1
"[192.37223295117474, 172.69014260864404, 160.94625215598998, 150.55044070915974, 141.28419467169368]","[0, 0, 0, 0, 0]",0
"[186.03127358196596, 166.746377931986, 163.88608903316066, 174.9802816914265, 159.21362115334782]","[1, 1, 1, 1, 1]",1
"[104.05665136032596, 122.64804401589224, 118.53331625150567, 134.77181526129164, 122.86612556068053]","[0, 0, 0, 0, 0]",1
"[43.29143291315574, 68.96248864749505, 89.35436619621942, 93.9621344202089, 98.09261249315442]","[1, 1, 1, 1, 1]",1
"[16.89534514112012, 87.39040235871597, 104.13632706307023, 99.12596157531979, 112.16768317241238]","[0, 0, 0, 0, 0]",0
"[78.33548997993339, 97.17676923734588, 113.33159717187067, 103.22276254749072, 100.3610217135304]","[0, 0, 0, 0, 0]",0
"[173.4115254733471, 154.54300887649674, 151.2793802217048, 153.99951296595106, 170.2711793834974]","[0, 0, 0, 0, 0]",0
"[17.55821473323853, 79.86024832310316, 97.24472157869678, 114.62696488186182, 121.64206041035251]","[0, 0, 0, 0, 0]",0
"[39.51552662641875, 61.58912552326049, 85.80888149291707, 99.07483500871379, 94.67251791749426]","[0, 0, 0, 0, 0]",0
"[147.4374085100451, 165.8794878199023, 146.40755742463793, 131.65283655649625, 121.22175431948371]","[0, 0, 0, 0, 0]",1
"[168.9897191804603, 160.9391285041991, 176.0417901911733, 157.7374493782006, 166.29168869197136]","[0, 0, 0, 0, 0]",0
"[24.20850700942532, 60.473700346007476, 86.0694626453029, 104.08593470238144, 109.28150711010268]","[0, 0, 0, 0, 0]",0
"[76.62652610480365, 93.70698345455769, 112.0851198048703, 112.28212523716626, 118.21790131095773]","[0, 0, 0, 0, 0]",0
"[15.311510433445497, 39.24160735590599, 66.19976219026432, 86.97923324267506, 95.78139389121266]","[1, 1, 1, 1, 1]",0
"[3.9250098045189974, 29.227483291121274, 86.43680946609834, 92.94076510457843, 108.27440591186065]","[1, 1, 1, 1, 1]",1
"[184.11145364055918, 184.6154943611062, 174.49175343237994, 175.1319183848478, 167.72870046826466]","[1, 1, 1, 1, 1]",1
"[183.14939920669377, 197.77058210154112, 198.13220985980973, 192.4099311888465, 194.39930372357213]","[1, 1, 1, 1, 1]",1
"[170.0014687731826, 163.84142204589094, 180.6669621736917, 171.31231169497116, 161.65919642487427]","[1, 1, 1, 1, 1]",1
"[91.31485995195791, 107.7500133188495, 127.16416023970322, 114.83000153751573, 101.676776720461]","[1, 1, 1, 1, 1]",1
"[127.84725377684451, 142.7498366446363, 161.64159261815882, 168.83339466013777, 184.86746034494863]","[0, 0, 0, 0, 0]",1
"[8.478497905932802, 86.60419947256848, 102.30551120937234, 117.97301122998, 120.00499725864648]","[0, 0, 0, 0, 0]",0
"[71.80045009941729, 90.95349097119676, 108.99695531965185, 107.54283471559386, 91.66178584785766]","[0, 0, 0, 0, 0]",0
"[178.47647053335422, 174.95926032491747, 159.3468294799901, 160.78725732180231, 172.17389771337676]","[1, 1, 1, 1, 1]",1
"[141.44770367339473, 137.88043720335426, 152.9230933563561, 147.69726022181922, 134.5348521654807]","[0, 0, 0, 0, 0]",0
"[61.70542119107169, 84.66711457992297, 94.81541031902348, 102.82974760265353, 101.74182202488517]","[0, 0, 0, 0, 0]",0
"[106.69824173271236, 95.66637164266821, 95.99241760588149, 105.47281139695143, 100.33582068454314]","[1, 1, 1, 1, 1]",0
"[174.83981431578803, 176.72388119676495, 186.5846418872193, 169.49417232693708, 171.32363639483478]","[0, 0, 0, 0, 0]",1
"[22.383920760343145, 88.4901814710875, 100.48101579769565, 112.2949978279533, 102.33950852435926]","[1, 1, 1, 1, 1]",1
"[106.69967885389615, 126.139446696399, 107.15467270261264, 94.44785254043349, 98.42566961294892]","[1, 1, 1, 1, 1]",0
"[64.56270955128983, 86.4471846958829, 102.02657537131664, 111.34557739027953, 108.4614745790726]","[0, 0, 0, 0, 0]",0
"[63.59346562107806, 85.18780703980866, 95.41412635247671, 102.99913765161074, 119.74436674950849]","[1, 1, 1, 1, 1]",1
"[81.4736870172059, 93.60178910066267, 93.23190954901172, 91.98311595315855, 93.10169693394886]","[1, 1, 1, 1, 1]",1
"[97.56286024721963, 104.00419344471682, 113.50342711459467, 105.358973393914, 112.87398488879084]","[1, 1, 1, 1, 1]",1
"[51.277070822984115, 82.3605032743058, 91.29235138578667, 94.51075376536164, 108.40942746297704]","[1, 1, 1, 1, 1]",1
"[39.758550024395255, 69.66953980214431, 89.75393502143575, 96.28863797044248, 103.7227487616974]","[0, 0, 0, 0, 0]",0
"[141.42425507236968, 143.5147761194541, 141.67147281485114, 124.14052014560563, 113.53052385310531]","[1, 1, 1, 1, 1]",1
"[100.15472191953675, 111.59955214155025, 105.90828888222602, 115.01677756683478, 116.80039644332123]","[1, 1, 1, 1, 1]",1
"[63.89478194040144, 89.40871569616837, 97.5089256254189, 94.05427139644397, 105.60112913891182]","[0, 0, 0, 0, 0]",0
"[59.48513806676292, 80.38962576895743, 97.46505563883146, 114.56512096560003, 117.985341542482]","[1, 1, 1, 1, 1]",1
"[198.4892432886921, 181.13044517034032, 164.76934001376472, 183.167094914403, 181.90561735809723]","[0, 0, 0, 0, 0]",0
"[69.13197441862069, 89.25481084579627, 99.55607357476799, 103.01189213762564, 122.83379466172644]","[0, 0, 0, 0, 0]",0
"[44.99979583515097, 66.60465684474045, 87.70972957823533, 99.5004007764852, 90.13349217971846]","[1, 1, 1, 1, 1]",1
"[29.696538837383525, 65.77497020575015, 86.84919652729523, 97.71991560683674, 99.06558706908525]","[1, 1, 1, 1, 1]",1
"[83.86138224097421, 97.79937177528743, 100.47595605367337, 114.48126718267922, 94.5660447580793]","[1, 1, 1, 1, 1]",0
"[99.75602781105808, 114.6834718005774, 133.69982067647388, 116.86469552950084, 105.7434977633385]","[0, 0, 0, 0, 0]",0
"[153.92892104042411, 161.65304679705773, 150.74743617665231, 169.76231870296226, 174.4340098899188]","[1, 1, 1, 1, 1]",1
"[23.434284293296017, 68.42397741109068, 88.90184049271419, 101.99369564320733, 93.93457832121815]","[1, 1, 1, 1, 1]",0
"[51.37991995589017, 72.57653696537972, 92.36080494558367, 99.88224222913735, 107.03617843806737]","[1, 1, 1, 1, 1]",1
"[141.94473700585652, 153.70179117791318, 157.66917408135154, 161.9667137979502, 164.9783820799503]","[1, 1, 1, 1, 1]",1
"[184.53777706679594, 168.58562860623178, 180.71878260359182, 182.86336734634992, 178.0028673347358]","[0, 0, 0, 0, 0]",0
"[131.1748297557586, 126.9320141289918, 123.97598459156198, 107.3768137887397, 124.41079254914322]","[1, 1, 1, 1, 1]",1
"[184.86396139985976, 182.18848432660775, 197.61992103288415, 187.59363842376789, 196.86232024475265]","[1, 1, 1, 1, 1]",1
"[80.45132543285246, 93.76164779970904, 112.02781058760128, 92.92421666412565, 91.12153686119876]","[0, 0, 0, 0, 0]",0
"[163.32271494139164, 182.0646693554553, 179.74783668119747, 165.52553415387027, 182.50584672207827]","[0, 0, 0, 0, 0]",0
"[45.15165794382923, 78.02949889755567, 90.65298200896669, 104.7790751506869, 111.2777611156604]","[0, 0, 0, 0, 0]",0
"[172.216213347084, 181.03058233222396, 170.2800448080347, 157.99184046920448, 169.99538556132387]","[1, 1, 1, 1, 1]",1
"[100.17405639881699, 106.91352483980106, 101.78301493127466, 120.40020283459896, 116.65749608112029]","[0, 0, 0, 0, 0]",0
"[124.50870444150598, 124.31000751465376, 132.78514446553592, 125.2425596534004, 129.5130471679676]","[1, 1, 1, 1, 1]",1
"[123.10776409542403, 113.08769455939074, 109.52573231144936, 92.67923049822657, 108.27038959271314]","[1, 1, 1, 1, 1]",1
"[170.37222887175014, 185.40088593811245, 176.68348500707035, 192.57776852110513, 178.55419757844888]","[1, 1, 1, 1, 1]",1
"[101.41866246132008, 117.38750677109486, 136.0189781880194, 154.1951653037901, 170.3731346283987]","[1, 1, 1, 1, 1]",1
"[18.079448972745627, 55.1830701570651, 80.22969546144155, 94.51083406823778, 90.08393711760662]","[0, 0, 0, 0, 0]",0
"[114.63867870826907, 107.09913810230618, 122.77974992732047, 138.52104110926263, 147.48275366926018]","[0, 0, 0, 0, 0]",1
"[164.36054135474785, 176.45870810536576, 168.60576673779016, 169.53404880045855, 164.54519119782591]","[0, 0, 0, 0, 0]",0
"[12.510127021991835, 51.01048058406111, 83.49329504658952, 91.5589876276981, 95.41866939690057]","[1, 1, 1, 1, 1]",1
"[153.45260715134944, 169.28281430856424, 161.38774018114813, 155.91594511574672, 155.2077590334053]","[1, 1, 1, 1, 1]",0
"[65.61145801850252, 89.6303537753179, 90.12427880605303, 100.1440227554465, 109.17460964020682]","[1, 1, 1, 1, 1]",0
"[48.554721811060794, 81.8619332692982, 100.1442178794412, 92.09102356221699, 103.25369861846805]","[0, 0, 0, 0, 0]",0
"[92.29029877626873, 97.40974728086161, 101.95147337159176, 98.88362360041715, 110.23196047760598]","[0, 0, 0, 0, 0]",0
"[19.151984286430036, 70.36883910312369, 90.08691020105417, 93.28120746569633, 112.57571324698819]","[0, 0, 0, 0, 0]",0
"[125.08860620016794, 130.1968521567191, 117.46255851281225, 122.58181404266395, 131.85575875283547]","[0, 0, 0, 0, 0]",0
"[84.7393298734332, 101.59707833283889, 117.94862389394007, 103.19530041857712, 119.48937960889434]","[0, 0, 0, 0, 0]",0
"[161.86486681242172, 151.4261532478569, 148.6935294405601, 131.1282958697584, 124.41286048825347]","[0, 0, 0, 0, 0]",0
"[52.16752743848587, 86.7699404975591, 103.34649951075048, 94.40294263440353, 110.08296036738241]","[1, 1, 1, 1, 1]",0
"[186.3082087365853, 169.86247784412336, 167.03601934037087, 163.93069103491507, 181.32523353499556]","[0, 0, 0, 0, 0]",0
"[63.163556294037384, 86.1667385244174, 94.25763743995505, 104.97660249477586, 123.24188930887172]","[0, 0, 0, 0, 0]",0
"[33.486166909233184, 71.06843358639796, 90.51860968028093, 107.88201215463391, 92.42172831840257]","[0, 0, 0, 0, 0]",0
"[137.5468672151744, 125.34644401469248, 143.97163816484243, 137.94708864232777, 133.7150374154428]","[1, 1, 1, 1, 1]",1
"[64.44957251176942, 85.51398260152304, 93.35332562084925, 93.70436614114494, 96.8456013273292]","[0, 0, 0, 0, 0]",0
"[198.77026274163535, 185.79467823639513, 185.81914125932138, 172.8724356686619, 159.4871646534784]","[1, 1, 1, 1, 1]",1
"[165.5407105538815, 150.11508814437326, 165.56055146408505, 164.07942377798054, 162.48375666801613]","[1, 1, 1, 1, 1]",1
"[107.7223549436162, 109.60373033521016, 117.09918324684033, 102.38245771748203, 108.66263215559162]","[0, 0, 0, 0, 0]",0
"[4.835762229164775, 56.2865260033047, 82.21495725528969, 98.02784675603291, 111.50763147341038]","[0, 0, 0, 0, 0]",0
"[184.96437492854022, 170.5015934356475, 152.97294509388925, 137.87779871406607, 152.86683575909612]","[1, 1, 1, 1, 1]",1
"[62.9899791519408, 85.45255664700709, 90.03716166766436, 108.02060567784864, 116.1094881399429]","[0, 0, 0, 0, 0]",0
"[4.386592769078668, 58.127751229079664, 85.3635036908762, 91.24010916411949, 90.64193918547132]","[1, 1, 1, 1, 1]",1
"[191.19979100721892, 185.07319760762127, 172.10061555658115, 168.21503834939745, 157.9622056493334]","[1, 1, 1, 1, 1]",1
"[191.77729054218426, 196.20801815260074, 199.8646509634109, 187.90255821652966, 178.9496929499536]","[1, 1, 1, 1, 1]",1
"[144.54700601585506, 150.26355950882945, 131.10059529301788, 126.76557527598456, 107.07090533126915]","[0, 0, 0, 0, 0]",0
"[85.24793854912191, 98.03375403911349, 92.4300509801561, 93.98519873856421, 104.8518016672744]","[1, 1, 1, 1, 1]",1
"[42.727366313895466, 68.04639309318051, 88.95941257573516, 94.76326696478172, 93.92675197113692]","[1, 1, 1, 1, 1]",1
"[61.234203978980695, 83.09328380501226, 102.3552314405839, 98.7619136550047, 108.91655731122462]","[0, 0, 0, 0, 0]",0
"[51.04815022803424, 87.04261057611286, 98.45225379015417, 99.98590596657715, 91.90846272295475]","[1, 1, 1, 1, 1]",1
"[100.49599573761733, 109.03273252101711, 90.14327287256937, 104.12168475096286, 120.42106902757287]","[1, 1, 1, 1, 1]",0
"[77.55799406958852, 92.95456795590725, 108.37000152542761, 100.38246408832673, 94.71534007367835]","[1, 1, 1, 1, 1]",1
"[92.87005302913494, 93.65509845695398, 106.3968535631708, 94.1312641686171, 111.28173763211558]","[1, 1, 1, 1, 1]",0
"[199.78494159315937, 192.6920710938642, 178.28965760491877, 178.47198806799983, 173.89767619604865]","[0, 0, 0, 0, 0]",1
"[154.05428920500742, 170.75927294137585, 181.78427368141217, 165.92780181488013, 177.27064051731907]","[1, 1, 1, 1, 1]",1
"[4.0269435283877275, 73.41446112321023, 90.68856678642787, 97.1445231521686, 111.21356530515536]","[1, 1, 1, 1, 1]",0
"[61.82636504610546, 87.12533757771763, 92.89219114953929, 100.48234083650257, 106.45205157132267]","[0, 0, 0, 0, 0]",0
"[70.58101725789344, 90.31825354698991, 93.31262955210909, 104.51200040328754, 101.93194416196759]","[0, 0, 0, 0, 0]",0
"[153.45249566271184, 136.46340920549667, 145.58020469751676, 133.40409390402277, 124.57688182738895]","[1, 1, 1, 1, 1]",1
"[160.48751861125697, 151.50190156946664, 133.5979712798087, 150.45138829449843, 131.2283625671961]","[0, 0, 0, 0, 0]",0
"[101.95204075057988, 117.75561603797314, 110.21397045378802, 125.33324906582686, 113.10915149111244]","[0, 0, 0, 0, 0]",0
"[16.476554063220306, 37.61946933406636, 71.95394722059136, 90.6727226913437, 90.32522548274088]","[1, 1, 1, 1, 1]",0
"[158.3516619342155, 174.9278053705236, 157.06219716732437, 139.82249375092218, 157.37795722891101]","[0, 0, 0, 0, 0]",0
"[160.01623204908256, 174.94706660594863, 155.34792751214206, 168.93241860355226, 186.13315025681862]","[1, 1, 1, 1, 1]",1
"[170.33649989687927, 185.83750909746453, 199.60451858371158, 193.1200153801729, 176.0566305462713]","[1, 1, 1, 1, 1]",1
"[177.23974866356346, 177.4447002428086, 162.95142915980347, 178.32233035172146, 176.61626433652964]","[0, 0, 0, 0, 0]",0
"[156.63207397892512, 160.182033562426, 169.8059132061594, 182.81246110282487, 184.60885353407616]","[0, 0, 0, 0, 0]",1
"[72.07738032943081, 91.90098225141521, 101.1460533296756, 117.82922244532074, 109.34958483485258]","[1, 1, 1, 1, 1]",1
"[180.7238373555571, 163.9292369907657, 168.50502004661817, 179.2225967147959, 185.65349349349273]","[0, 0, 0, 0, 0]",1
"[144.97990576428344, 163.45218156506604, 147.88264906763607, 157.8336919915327, 161.9181942536379]","[1, 1, 1, 1, 1]",0
"[61.78906199024614, 87.29102430095271, 105.6730236921448, 104.58671954158193, 104.67894016372563]","[1, 1, 1, 1, 1]",0
"[85.56379921144939, 90.54413302081473, 110.1775916086616, 104.53925155817102, 115.85278531240048]","[0, 0, 0, 0, 0]",0
"[104.4429928397195, 92.47734045389778, 101.83439852150553, 115.72339608614774, 124.64250453187239]","[0, 0, 0, 0, 0]",0
"[114.7654235970821, 124.45702871385664, 143.94541134365716, 158.03335260560777, 155.0299715640002]","[0, 0, 0, 0, 0]",1
"[79.23987374894806, 93.10917130937202, 105.02133772743964, 114.91602479252006, 108.8768519272547]","[0, 0, 0, 0, 0]",0
"[65.97693614511707, 89.07261357941422, 102.95362273834482, 101.54605164647236, 105.00002329054911]","[1, 1, 1, 1, 1]",0
"[155.7395400426014, 163.64102473736162, 165.263750344178, 157.49830202659854, 174.55307961390142]","[0, 0, 0, 0, 0]",1
"[64.06047211429018, 89.50578309591022, 102.64946191185882, 105.74433423934202, 99.20496853387812]","[0, 0, 0, 0, 0]",0
"[121.14133949957453, 122.89731376630478, 122.31104670745003, 120.20262129455321, 114.74651967832189]","[0, 0, 0, 0, 0]",0
"[80.59830334029394, 99.80183954564103, 113.37224149150249, 122.59688287819246, 111.38095674226552]","[0, 0, 0, 0, 0]",0
"[130.86566038737172, 119.90361929407453, 136.7622617532234, 118.64434268778321, 115.82222716758619]","[0, 0, 0, 0, 0]",1
"[61.13819573526315, 88.78858648329617, 96.5418557047304, 113.0947462950931, 132.79623853342372]","[0, 0, 0, 0, 0]",0
"[61.098680785647794, 82.20267428108289, 90.02476535314185, 105.2544997217636, 123.98328161109643]","[1, 1, 1, 1, 1]",1
"[107.76445425551529, 119.37407667742352, 138.19537343959746, 152.2182442752265, 162.33121201843173]","[0, 0, 0, 0, 0]",0
"[9.340304849527769, 72.89920047747029, 91.40659877084667, 101.43839176563, 114.91580954162038]","[1, 1, 1, 1, 1]",1
"[85.5362091654846, 99.27936912843678, 113.67041388484168, 105.76511392455953, 103.33122817455002]","[1, 1, 1, 1, 1]",1
"[178.1215634535495, 178.94459500526784, 165.78882832532585, 177.4259156085952, 177.5108162818516]","[0, 0, 0, 0, 0]",0
"[55.802046171585815, 85.39776609350736, 104.82632751232995, 99.48824023835412, 95.97640777251888]","[1, 1, 1, 1, 1]",1
"[162.26822242718677, 179.2465384569677, 191.24269240252855, 187.42171536590266, 196.21257419595423]","[1, 1, 1, 1, 1]",1
"[165.74952640869054, 181.7770160445039, 185.55776656834314, 191.38539150034205, 189.93376581567924]","[1, 1, 1, 1, 1]",1
"[73.97131627562088, 92.86374523316039, 90.457291590248, 99.98377041452832, 105.17316980124052]","[0, 0, 0, 0, 0]",0
"[186.2884426398727, 192.99236791142872, 180.5913400311803, 190.2932413295796, 186.24186501567803]","[1, 1, 1, 1, 1]",1
"[162.59445266063307, 143.94972536952403, 124.56221554680789, 143.91002596948218, 150.8225264428816]","[0, 0, 0, 0, 0]",0
"[121.83615746240442, 109.77257136737215, 122.93229321483543, 132.0635381105012, 143.4921417363582]","[0, 0, 0, 0, 0]",0
"[144.43644589735155, 125.13037987294823, 144.64158189239924, 143.80343054218278, 138.03769377108884]","[1, 1, 1, 1, 1]",1
"[40.816175856818624, 73.02898865640996, 90.31929678855893, 95.43863433879324, 113.48382021314477]","[1, 1, 1, 1, 1]",0
"[18.005838523436, 89.87399253718942, 106.80648685556167, 109.07542262808684, 116.99909970720675]","[0, 0, 0, 0, 0]",0
"[15.135904883731977, 85.80871703688396, 97.63471657449503, 103.05141862400481, 112.51081123894939]","[1, 1, 1, 1, 1]",0
"[148.63641884607108, 137.0161769586251, 125.61851548114424, 114.91583680432689, 105.11932968574737]","[1, 1, 1, 1, 1]",1
"[190.43957365312602, 196.68627986663986, 178.57698222957856, 186.5182581413732, 187.62051426950643]","[0, 0, 0, 0, 0]",0
